record_id,pmid,title,abstract,included,asreview_ranking
1252,35971363,The Management of Obstructive Sleep Apnea in Primary Care.,"Approximately 30 million Americans suffer from sleep disorders. The incidence of and mortality rates associated with obstructive sleep apnea (OSA) have been increasing in recent years in the United States. OSA is associated with various health problems, including depression and hypertension, and it adversely affects occupational and academic performance. Hence, OSA is a major public health concern. Sleep specialists may be consulted for the evaluation and treatment of OSA. Continuous positive airway pressure (CPAP) is the mainstay of OSA treatment. The role of primary care physicians in such a scenario becomes vital, especially for choosing the most suitable approach for each patient, treating comorbidities and risk factors, and, if needed, referring them to sleep specialists for further management. In addition to medical management, primary care physicians serve as the main patient educator on this particular health condition.",,2244
1236,35971402,Copper-Catalyzed Azide-Alkyne Cycloaddition (CuAAC) by Functionalized NHC-Based Polynuclear Catalysts: Scope and Mechanistic Insights.,"Copper(I) [Cu2(μ-Br)2(tBuImCH2pyCH2L)] n (L = OMe, NEt2, NHtBu) compounds supported by flexible functionalized NHC-based polydentate ligands have been prepared in a one-pot procedure by reacting the corresponding imidazolium salt with an excess of copper powder and Ag2O. An X-ray diffraction analysis has revealed that [Cu2(μ-Br)2(tBuImCH2pyCH2NEt2)] n is a linear coordination polymer formed by bimetallic [Cu(μ-Br)]2 units linked by the lutidine-based NHC-py-NEt2 ligand, which acts as a heteroditopic ligand with a 1κC-2κ2 N,N' coordination mode. We propose that the polymeric compounds break down in the solution into more compact tetranuclear [Cu2(μ-Br)2(tBuImCH2pyCH2L)]2 compounds with a coordination mode identical to the functionalized NHC ligands. These compounds have been found to exhibit high catalytic activity in the Cu-catalyzed azide-alkyne cycloaddition (CuAAC) reaction. In particular, [Cu2(μ-Br)2(tBuImCH2pyCH2NEt2)]2 efficiently catalyzes the click reaction of a range of azides and alkynes, under an inert atmosphere at room temperature in neat conditions at a very low catalyst loading, to quantitatively afford the corresponding 1,4-disubstituted 1,2,3-triazole derivatives in a few minutes. The cycloaddition reaction of benzyl azide to phenylacetylene can be performed at 25-50 ppm catalyst loading by increasing the reaction time and/or temperature. Reactivity studies have shown that the activation of the polynuclear catalyst precursor involves the alkyne deprotonation by the NHC moiety of the polydentate ligand to afford a copper(I)-alkynyl species bearing a functionalized imidazolium ligand. DFT calculations support the participation of the dinuclear species [(CuBr)2(μ-tBuImCH2pyCH2NEt2)], resulting from the fragmentation of the tetranuclear compound, as the catalytically active species. The proposed reaction pathway proceeds through zwitterionic dinuclear intermediates and entails the active participation of both copper atoms, as well as the NHC moiety as an internal base, which activates the reacting alkyne via deprotonation.",0,2245
374,35979300,Isolated cryptococcal osteomyelitis of the ulna in an immunocompetent patient: A case report.,"Cryptococcal osteomyelitis is a bone infection caused by cryptococcus. As an opportunistic infection, bone cryptococcosis usually occurs in patients with immunodeficiency diseases or in those undergoing immunosuppressive therapy and often displays characteristics of disseminated disease. Isolated cryptococcal osteomyelitis is extremely unusual in immunocompetent person. The pathogenic fungus often invades vertebrae, femur, tibia, rib, clavicle, pelvis, and humerus, but the ulna is a rare target. A 79-year-old woman complaining of chronic pain, skin ulceration and a sinus on her right forearm was admitted, and soon after was diagnosed with cryptococcal osteomyelitis in the right ulna. Unexpectedly, she was also found to have apparently normal immunity. After treatment with antifungal therapy combined with surgery debridement, the patient's osteomyelitis healed with a satisfactory outcome. Although rare, cryptococcal osteomyelitis should be considered in the differential diagnosis of osteolytic lesions even in immunocompetent patients, and good outcomes can be expected if early definitive diagnosis and etiological treatment are established.",0,2246
683,35975528,Clinical Evaluation of Serum Levels of SARS-CoV-2 Anti-Spike Protein IgG Antibodies in Infected Patients and Vaccinated Subjects.,"The aim was clinical evaluation of immune response against SARS-CoV-2, analyzing serum levels of IgG antibodies against the SARS-CoV-2 protein S in infected and vaccinated patients, as well as in subjects with and without frequent comorbidities (arterial hypertension, diabetes mellitus, heart disease, and chronic respiratory disease). Patients infected by SARS-CoV-2 confirmed by RT-PCR and subjects vaccinated with vaccines based on the mRNA encoding the SARS-CoV-2 protein S were studied. SARS-CoV-2 anti-S IgG serum levels were quantified by chemiluminescent microparticle immunoassay. There were 79 infected patients with a median age of 53.0 years; 35 women and 44 men; 42 patients with any comorbidities and 37 without comorbidities. The median of SARS-CoV-2 anti-S IgG serum level was 203.4 BAU/mL (11.6 - 5,620.6). The median antibody level in the infected patients with any comorbidities was higher than those without comorbidities. The group of vaccinated subjects included 96 subjects with a median age of 49.5 years; 77 women and 19 men; 31 subjects with any comorbidities and 65 without comorbidities. The median of SARS-CoV-2 anti-S IgG serum levels was 1,145.6 BAU/mL (138.3 - 4,828.1). No significant differences were found in terms of specific or global comorbidities in the vaccinated subjects. SARS-CoV-2 anti-S IgG serum levels were 5.6 times higher in vaccinated subjects than infected patients. The vaccination produces higher serum antibody levels than SARS-CoV-2 infection. This reinforces the indication for the vaccine in infected patients. These antibodies did not decrease significantly in patients with frequent comorbidities such as hypertension, diabetes, heart disease or chronic respiratory disease.",0,2247
1891,35967719,The effectiveness of remote delivered intervention for loneliness reduction in older adults: A systematic review and meta-analysis.,"Remotely delivered intervention is widely applied to loneliness treatment in older adults, but the effect is controversial. This study aimed to evaluate the effects of remotely delivered intervention on loneliness using a systematic review and meta-analysis. The PubMed, the Cochrane Central Register of Controlled Trials, EMBASE, CINAHL (EBSCO), PsycINFO (EBSCO) databases were searched for studies, the search ended on 7 July 2021. Thirteen randomized controlled trials of remotely delivered intervention compared with usual care, brief contact, or no intervention for loneliness were included. A random-effects model measured estimation of loneliness reduction. Furthermore, standardized mean differences (SMDs), 95% confidence intervals (CIs), publication bias, and heterogeneity were calculated. Subgroup analysis was used to explore the factors that might affect the treatment effects. The evidence of remotely delivered intervention on loneliness reduction was certain (SMD = -0.41 [95% CI, -0.70 to -0.13]). Media subgroup analysis supported the effectiveness of intervention delivered by video call (SMD = -0.54 [95% CI, -0.83 to -0.25]); treatment strategy subgroup analysis found evidence to support the effectiveness of increasing social support and maladaptive social cognition treatment strategy (SMD = -0.47 [95% CI, -0.77 to -0.18] and SMD = -1.04 [95% CI, -1.98 to -0.10], respectively); participants subgroup analysis shown the effectiveness of intervention for older adults living in LTC and social isolation (SMD = -1.40 [95% CI, -2.43 to -0.36] and SMD = -0.55 [95% CI, -0.74 to -0.36], respectively); group format subgroup analysis testified the effectiveness of intervention carried out in individual format (SMD = -0.39 [95% CI, -0.71 to -0.07]); measurement time points subgroup analysis found the positive effect of intervention at 3 months and 3 to 6 months stage (SMD = -0.33 [95% CI, -0.52 to -0.14] and SMD = -0.32 [95% CI, -0.57 to -0.07], respectively). Significant publication bias was detected (p < 0.05), and the heterogeneity of the studies was substantial. This systematic review and meta-analysis demonstrate that remotely delivered intervention can reduce loneliness in older adults, and it appears to be affected by media type, treatment strategy, participants characteristics, group format, and measurement time points.",0,2248
86,35983397,Endoscopic Resection of Nasal Mucosal Melanoma Using Temporary Transseptal Access.,"Nasal mucosal melanoma (NMM) is a rare tumor with a poor prognosis. Although an endoscopic resection of malignant nasal tumor now becomes a treatment of choice when the surgical margin can be secured, it is still controversial. We report three cases of NMM that was successfully removed en bloc with clear margins by endoscopic surgery with temporal transseptal access. Cases of a 78-year-old woman, an 83-year-old man, and an 81-year-old man with NMM arising from the inferior turbinate who underwent endoscopic resection of the tumor are discussed in detail. We made temporal transseptal access using septal mucosal flaps. We moved the nasal cavity-occupying tumor to the contralateral side to create a working space to perform endoscopic en bloc resections. This technique is simple yet effective and less invasive than open craniofacial resections for removing malignancies arising from the inferior turbinate.",0,2249
1374,35969083,Viral Transgene Expression in Rodent Hearts and the Assessment of Cardiac Arrhythmia Risk.,"Heart disease is the leading cause of morbidity and mortality worldwide. Due to their low cost, ease of handling, and abundance of transgenic strains, rodents have become essential models for cardiovascular research. However, spontaneous lethal cardiac arrhythmias that often cause mortality in heart disease patients are rare in rodent models of heart disease. This is primarily due to the species differences in cardiac electrical properties between human and rodents and poses a challenge to the study of cardiac arrhythmias using rodents. This protocol describes an approach to enable efficient transgene expression in mouse and rat ventricular myocardium using echocardiography-guided intramuscular injections of recombinant virus (adenovirus and adeno-associated virus). This work also outlines a method to enable reliable assessment of cardiac susceptibility to arrhythmias using isolated, Langendorff-perfused mouse and rat hearts with both adrenergic and programmed electrical stimulations. These techniques are critical for studying heart rhythm disorders associated with adverse cardiac remodeling after injuries, such as myocardial infarction.",0,2250
1229,35971482,Changing trends in the corneal transplantation and the impact of the COVID-19 pandemic on corneal transplant recipient selection.,"The aim of this study was to analyze the trends in the major indications and types of keratoplasty over a 15-year period and to determine the effect of the coronavirus disease-2019 (COVID-19) pandemic on the selection of corneal transplant recipients at a tertiary referral center in Turkey. We retrospectively reviewed the data of patients who underwent keratoplasty at the center from January 2006 to March 2021. The keratoplasty indications and types of surgery were evaluated after classification into three groups (period I - January 2006-December 2012; period II - January 2013-March 2020; COVID-19 period - April 2020-March 2021). A total of 5016 corneal transplants were performed in 3862 patients. Lamellar keratoplasty (LK) techniques were found to demonstrate a statistically significantly increasing trend compared to penetrating keratoplasty in the period between 2006 and 2021 (χ2 = 240.55, P < 0.001). The top 4 indications over the 15-year period were aphakic/pseudophakic bullous keratopathy (BK) (1105, 22%), keratoconus (1085, 21.6%), regraft (1084, 21.6%), and keratitis (645, 12.8%). The most common keratoplasty indication during the COVID-19 period was regraft (27, 54.0%), followed by BK (13, 26.0%) and corneal perforation (5, 10%). BK was the most common keratoplasty indication at our clinic during the 15-year period. LK rates have been found to increase in recent years, although still not reaching the rates of developed countries. There was a marked decrease in the number of keratoplasties during the COVID-19 pandemic and patients requiring urgent keratoplasty or those who suffered from a painful eye were prioritized.",0,2251
566,35978521,Recent trends in T7 phage application in diagnosis and treatment of various diseases.,"The T7 phage is a virulent phage hosted by Escherichia coli, which poses no threat to animals and plants. Due to the advantages of small genome, well elucidated functional genomics, fast life cycle, and high stability, T7 phage has been widely used in many fields, including biology and medicine. In this review, we focus on the research of T7 phages in biological sciences and medicine, including the application of T7 phages and T7 phage products, T7 phage display systems, and recombinant T7 phages in the treatment and diagnosis of infectious diseases (bacteria, viruses, parasites) and tumor diseases. In addition, we also introduce the therapeutic application of T7 phage in various diseases such as allergic reaction, Alzheimer's disease, inflammatory reaction, and other diseases, and finally discuss the future direction of T7 phage application in the biomedical field.",0,2252
405,35979269,"Trends in Treatment for Hemorrhoids, Fistula, and Anal Fissure: Go Along the Current Trends.","Recent trends in benign anal disease treatment are minimizing surgery to preserve normal anorectal anatomical unit and its functions. However, some surgeons still prefer and are confident with the use of conventional solid surgical methods. In this report, we will investigate the recent trends in the treatment for hemorrhoids, fistula, and anal fissure. The practice guidelines of advanced countries, including UK, Italy, France, USA, Japan, and ESCP, are referred to in this review. Opinions suggested in international meetings were also added. In the management of hemorrhoids, surgical treatments and office procedures were recommended according to a patient's status and preference. For the management of complex anal fistula, novel sphincter-preserving surgical techniques are more widely accepted than a sphincter-dividing procedure of immediate repair following fistulectomy. The treatment of anal fissures is well covered in the guidelines of the ASCRS.",0,2253
313,35980625,Looking at Library Resource Usage Trends in Medical Residents & Fellows: Survey Results from 2006-2021.,"Since 2006, the University of Tennessee's Preston Medical Library has collected survey feedback from exiting residents through targeted emails or at the required exit process in the library. Questions ask residents which types of articles or sources they use to find information and address the resident's use of the library's physical space. Survey results from 2006 to 2021 were examined for trends and changes in resident utilization of resources to better inform future library decisions on instruction and marketing. Resident resource usage varied over time and demonstrated an encouraging increase in attention to evidence-based tools. UpToDate's consistent popularity shows the durability of the product. A reported increase in use of reviews, randomized controlled trials, case reports, and practice guidelines reflects greater employment of more in-depth resources than merely expert opinion. At the same time, residents clearly valued the library's physical space. Survey results will inform future outreach focus.",0,2254
2472,35966786,Association between white matter alterations on diffusion tensor imaging and incidence of frailty in older adults with cardiometabolic diseases.,"Diffusion tensor imaging (DTI) can be used for the early detection of abnormal changes in the integrity of cerebral white matter tracts, and we have previously reported that these changes are associated with indices of early atherosclerotic lesions. Although these changes have been demonstrated to be associated with the incidence of frailty in older adults, no studies have investigated this relationship in patients at high risk for vascular disease. In this longitudinal study, we followed outpatients with cardiometabolic diseases for a maximum of 6 years (median, 3 years) and evaluated the association of baseline DTI data of seven white matter tracts with the incidence of frailty. The modified version of the Cardiovascular Health Study criteria and the Kihon Checklist were used as indices of frailty; fractional anisotropy (FA) and mean diffusivity (MD) were used as indices of white matter changes. Patients who developed frailty based on both indices had low FA and high MD in many of the tracts tested, with the most significant difference found in the MD of the anterior thalamic radiation (ATR). Cox proportional hazard model analysis revealed a significantly high risk of frailty defined by both indices in the groups with high MD values in the left ATR. Similar results were found in patients with diabetes mellitus but not in those without diabetes mellitus. Therefore, abnormalities in the integrity of the left ATR could be associated with the progression of frailty in older adults with cardiometabolic disease, particularly those with diabetes mellitus.",0,2255
584,35978503,Research progress of targeting NLRP3 inflammasome in peripheral nerve injury and pain.,"Nerve injury and nerve pain are common diseases caused by neuroinflammation. Numerous studies have shown that the activation of NLRP3 (nod-like receptor family, pyrin domain-containing 3) inflammasome is involved in a various inflammatory response, such as Alzheimer's disease, diabetes, nerve damage and other diseases. The NLRP3 inflammasome is a complex containing NLRP3 protein, ASC (apoptosis-associated speckle-like protein), and pro-caspase-1, which is highly expressed and activated to promote the secretion of IL-1β and IL-18 in response to the stimulation of danger-associated molecular patterns (DAMPs) and pathogen-associated molecular patterns (PAMPs) in immune cells such as macrophages and dendritic cells. The activation of NLRP3 inflammasome can cause cell death through caspase-1-mediated cell pyroptosis and plays an important role in the development of nervous system injury and inflammation-related diseases. This discussion aims to summarize the mechanisms of nerve damage and pain caused by excessive activation of the NLRP3 inflammasome.",0,2256
487,35978868,Mapping the global research landscape on nutrition and the gut microbiota: Visualization and bibliometric analysis.,"Nutrition is a significant modifiable element that influences the composition of the gastrointestinal microbiota, implying the possibility of therapeutic diet methods that manipulate the composition and diversity of the microbial. To overview research papers on nutrition and gut microbiota and determines the hotspots in this field at the global level. Scopus and Reference Citation Analysis were used to construct a bibliometric technique. It was decided to create bibliometric indicators and mapping as in most previous studies. 2012 through 2021 served as the study's timeframe. A total of 5378 documents from the Scopus database were selected for analysis. Of all retrieved studies, 78.52% were research papers (n = 4223), followed by reviews (n = 820; 15.25%). China ranked first with a total number of articles of 1634 (30.38%), followed by the United States in second place with a total number of articles of 1307 (24.3%). In the last decade, emerging hotspots for gut microbiota and nutrition research included gut microbiota metabolism and interaction with dietary components, connection between the gut microbiota and weight gain, and the influence of high-fat diet and gut microbiota on metabolic disorders. This is the first thorough bibliometric analysis of nutrition and gut microbiota publications conducted on a global level. Investigation of the association between nutrition/diet and the gut microbiota is still in its infancy and will be expanded in the future. However, according to recent trends, the effect of gut microbiota and high-fat diet on metabolic disorders will be an increasing concern in the future.",0,2257
474,35978881,Altered gut microbiota patterns in COVID-19: Markers for inflammation and disease severity.,"The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection leads to a severe respiratory illness and alters the gut microbiota, which dynamically interacts with the human immune system. Microbiota alterations include decreased levels of beneficial bacteria and augmentation of opportunistic pathogens. Here, we describe critical factors affecting the microbiota in coronavirus disease 2019 (COVID-19) patients. These include, such as gut microbiota imbalance and gastrointestinal symptoms, the pattern of altered gut microbiota composition in COVID-19 patients, and crosstalk between the microbiome and the gut-lung axis/gut-brain-lung axis. Moreover, we have illustrated the hypoxia state in COVID-19 associated gut microbiota alteration. The role of ACE2 in the digestive system, and control of its expression using the gut microbiota is discussed, highlighting the interactions between the lungs, the gut, and the brain during COVID-19 infection. Similarly, we address the gut microbiota in elderly or co-morbid patients as well as gut microbiota dysbiosis of in severe COVID-19. Several clinical trials to understand the role of probiotics in COVID-19 patients are listed in this review. Augmented inflammation is one of the major driving forces for COVID-19 symptoms and gut microbiome disruption and is associated with disease severity. However, understanding the role of the gut microbiota in immune modulation during SARS-CoV-2 infection may help improve therapeutic strategies for COVID-19 treatment.",0,2258
2464,35966794,Identification of diagnostic signatures associated with immune infiltration in Alzheimer's disease by integrating bioinformatic analysis and machine-learning strategies.,"As a chronic neurodegenerative disorder, Alzheimer's disease (AD) is the most common form of progressive dementia. The purpose of this study was to identify diagnostic signatures of AD and the effect of immune cell infiltration in this pathology. The expression profiles of GSE109887, GSE122063, GSE28146, and GSE1297 were downloaded from the Gene Expression Omnibus (GEO) database to obtain differentially expressed genes (DEGs) between AD and control brain samples. Functional enrichment analysis was performed to reveal AD-associated biological functions and key pathways. Besides, we applied the Least Absolute Shrinkage Selection Operator (LASSO) and support vector machine-recursive feature elimination (SVM-RFE) analysis to screen potential diagnostic feature genes in AD, which were further tested in AD brains of the validation cohort (GSE5281). The discriminatory ability was then assessed by the area under the receiver operating characteristic curves (AUC). Finally, the CIBERSORT algorithm and immune cell infiltration analysis were employed to assess the inflammatory state of AD. A total of 49 DEGs were identified. The functional enrichment analysis revealed that leukocyte transendothelial migration, cytokine receptor interaction, and JAK-STAT signaling pathway were enriched in the AD group. MAF basic leucine zipper transcription factor F (MAFF), ADCYAP1, and ZFP36L1 were identified as the diagnostic biomarkers of AD with high discriminatory ability (AUC = 0.850) and validated in AD brains (AUC = 0.935). As indicated from the immune cell infiltration analysis, naive B cells, plasma cells, activated/resting NK cells, M0 macrophages, M1 macrophages, resting CD4+ T memory cells, resting mast cells, memory B cells, and resting/activated dendritic cells may participate in the development of AD. Additionally, all diagnostic signatures presented different degrees of correlation with different infiltrating immune cells. MAFF, ADCYAP1, and ZFP36L1 may become new candidate biomarkers of AD, which were closely related to the pathogenesis of AD. Moreover, the immune cells mentioned above may play crucial roles in disease occurrence and progression.",0,2259
1740,35968002,"Effect of Eucommia ulmoides Leaf Extract on Growth Performance, Carcass Traits, Parameters of Oxidative Stress, and Lipid Metabolism in Broiler Chickens.","Eucommia ulmoides bark has been traditionally used as a Chinese medicine to attenuate stress, but the leaf, which is rich in polyphenols and polysaccharides, has been rarely used. This study aimed to investigate the effect of Eucommia ulmoides leaf extracts (EULEs) on oxidative stress and meat quality of broilers. A total of 252 broilers were randomly divided into 3 treatments and fed with a control basal diet (CON), or a diet containing 250 mg/kg or 1,000 mg/kg of EULE for 51 days. Results showed that dietary supplementation of 250 mg/kg EULE increased significantly the average daily gain of broilers in the early stage (1-21 days), while 250 mg/kg or 1,000 mg/kg of EULE decreased the feed conversion ratio in the whole period (P < 0.05). Supplementation of 250 mg/kg EULE reduced the level of MDA in the liver (P < 0.05), while 1,000 mg/kg EULE decreased the serum level of MDA (P < 0.05), and the HDL level in serum was increased by 250 mg/kg or 1,000 mg/kg EULE (P < 0.05). Additionally, 250 mg/kg EULE decreased abdominal fat ratio and serum triglyceride (TC) level in broilers, while 250 or 1,000 mg/kg of EULE reduced drip loss in breast muscle (P < 0.05), and 1,000 mg/kg EULE reduced the cooking loss in thigh muscle (P < 0.05). In conclusion, dietary supplementation of 250 mg/kg of EULE could attenuate oxidative stress and improve the growth performance and meat quality in broilers.",0,2260
1820,35967820,Dietary adaptation for weight loss maintenance at Yale (DAWLY): Protocol and predictions for a randomized controlled trial.,"Current therapies for obesity treatment are effective at producing short-term weight loss, but weight loss maintenance remains a significant challenge. Here we investigate the impact of pre-intervention dietary fat intake on the efficacy of a dietary supplement to support weight loss maintenance. Preclinical work demonstrates that a vagal afferent pathway critical for sensing dietary lipids is blunted by a high-fat diet (HFD), resulting in a reduced preference for a low-fat emulsion and severe blunting of the dopamine (DA) response to the gastric infusion of lipids. Infusion of the gut lipid messenger oleoylethanolamide (OEA), which is also depleted by HFD, immediately reverses this DA blunting and restores preference for the low-fat emulsion. Studies of OEA supplementation for weight loss in humans have had limited success. Given the strong effect of HFD on this pathway, we designed a study to test whether the efficacy of OEA as a weight loss treatment is related to pre-intervention habitual intake of dietary fat. We employed a randomized, double-blind, placebo-controlled trial in which 100 adults with overweight/obesity (OW/OB) were randomized to receive either OEA or placebo daily for 16 months. Following a baseline evaluation of diet, metabolic health, adiposity, and brain response to a palatable an energy dense food, participants in both groups underwent a 4-month behavioral weight loss intervention (LEARN®) followed by a 1-year maintenance period. The study aims are to (1) determine if pre-intervention dietary fat intake moderates the ability of OEA to improve weight loss and weight loss maintenance after a gold standard behavioral weight loss treatment; (2) identify biomarkers that predict outcome and optimize a stratification strategy; and (3) test a model underlying OEA's effectiveness. Focusing on interventions that target the gut-brain axis is supported by mounting evidence for the role of gut-brain signaling in food choice and the modulation of this circuit by diet. If successful, this work will provide support for targeting the gut-brain pathway for weight loss maintenance using a precision medicine approach that is easy and inexpensive to implement. [www.ClinicalTrials.gov], identifier [NCT04614233].",0,2261
457,35978931,Long non-coding RNA PVT1 regulates LPS-induced acute kidney injury in an in vitro model of HK-2 cells by modulating the miR-27a-3p/OXSR1 axis.,"Sepsis is a severe inflammatory disease caused by infection that can lead to multiple organ failure. Acute kidney injury (AKI) is considered to be a major cause of septic mortality in infected organs. Previous studies have revealed that non-coding RNAs are involved in AKI, but the underlying mechanisms are mostly unknown. The present study aimed to explore the role of long non-coding RNA plasmacytoma variant translocation gene 1 (lncRNA PVT1) in lipopolysaccharide (LPS)-induced acute kidney injury and the underlying mechanism. In the present study, reverse transcription-quantitative PCR analysis indicated that, in HK-2 cells treated with LPS, the mRNA expression levels of lncRNA PVT1 and oxidative stress responsive kinase 1 (OXSR1) were upregulated, and the expression of microRNA (miR)-27a-3p was downregulated. Furthermore, LPS treatment could promote the secretion of tumor necrosis factor (TNF)-α and interleukin (IL)-6, inhibit cell proliferation and induce apoptosis, which was rescued by PVT1 knockdown. Dual-luciferase reporter assay, RIP assay and pull-down assay results demonstrated that miR-27a-3p may be a target miR of PVT1, and that OXSR1 is the target gene of miR-27a-3p. Moreover, it was found that miR-27a-3p overexpression decreased the secretion of TNF-α and IL-6, promoted cell proliferation and inhibited apoptosis in LPS-treated HK-2 cells, which could be reversed by OXSR1 overexpression. Therefore, the present results indicated that lncRNA PVT1 regulated inflammatory cytokine secretion, cell proliferation and apoptosis by targeting miR-27a-3p, and modulating OXSR1 expression in LPS-induced HK-2 cells.",0,2262
1362,35969101,Intestinal Epithelial Regeneration in Response to Ionizing Irradiation.,"The intestinal epithelium consists of a single layer of cells yet contains multiple types of terminally differentiated cells, which are generated by the active proliferation of intestinal stem cells located at the bottom of intestinal crypts. However, during events of acute intestinal injury, these active intestinal stem cells undergo cell death. Gamma irradiation is a widely used colorectal cancer treatment, which, while therapeutically efficacious, has the side effect of depleting the active stem cell pool. Indeed, patients frequently experience gastrointestinal radiation syndrome while undergoing radiotherapy, in part due to active stem cell depletion. The loss of active intestinal stem cells in intestinal crypts activates a pool of typically quiescent reserve intestinal stem cells and induces dedifferentiation of secretory and enterocyte precursor cells. If not for these cells, the intestinal epithelium would lack the ability to recover from radiotherapy and other such major tissue insults. New advances in lineage-tracing technologies allow tracking of the activation, differentiation, and migration of cells during regeneration and have been successfully employed for studying this in the gut. This study aims to depict a method for the analysis of cells within the mouse intestinal epithelium following radiation injury.",0,2263
2073,35967445,Mast cell tissue heterogeneity and specificity of immune cell recruitment.,"Mast cells occupy a unique niche within tissues as long lived perpetrators of IgE mediated hypersensitivity and anaphylaxis, as well as other immune responses. However, mast cells are not identical in different tissues and the impact of this tissue heterogeneity on the interaction with other immune cells and on defined immune responses is still unclear. In this review, we synthesize the characteristics of mast cell heterogeneity in the gut and the skin. Furthermore, we attempt to connect mast cell heterogeneity with functional diversity by exploring differences in mast cell-induced immune cell recruitment in these two model organs. The differential expression of certain receptors on mast cells of different tissues, notably tissue-specific expression patterns of integrins, complement receptors and MRGPRX2, could indicate that tissue environment-dependent factors skew mast cell-immune cell interactions, for example by regulating the expression of these receptors.",0,2264
2198,35967320,The role of neutrophil extracellular traps in acute lung injury.,"Acute lung injury (ALI) is a heterogeneous inflammatory condition associated with high morbidity and mortality. Neutrophils play a key role in the development of different forms of ALI, and the release of neutrophil extracellular traps (NETs) is emerging as a common pathogenic mechanism. NETs are essential in controlling pathogens, and their defective release or increased degradation leads to a higher risk of infection. However, NETs also contain several pro-inflammatory and cytotoxic molecules than can exacerbate thromboinflammation and lung tissue injury. To reduce NET-mediated lung damage and inflammation, DNase is frequently used in preclinical models of ALI due to its capability of digesting NET DNA scaffold. Moreover, recent advances in neutrophil biology led to the development of selective NET inhibitors, which also appear to reduce ALI in experimental models. Here we provide an overview of the role of NETs in different forms of ALI discussing existing gaps in our knowledge and novel therapeutic approaches to modulate their impact on lung injury.",0,2265
1742,35968000,Effects of Dietary Macleaya cordata Extract Containing Isoquinoline Alkaloids Supplementation as an Alternative to Antibiotics in the Diets on Growth Performance and Liver Health of Broiler Chickens.,"This study aimed to investigate the effects of dietary supplementation with Macleaya cordata extract (MCE) containing protopine and allotypotopine on the growth performance and liver health in broiler chickens. A total of 486 1-day-old male AA broiler chickens were randomly assigned to the following three groups: (1) control (CON) group, broiler chickens fed a basal diet; (2) AGP group (positive control), broiler chickens fed a basal diet supplemented with 50 mg/kg aureomycin; (3) MCE group, broiler chickens fed a basal diet supplemented with 0.6 mg/kg MCE including 0.4 mg/kg protopine and 0.2 mg/kg allotypotopine. The results showed that the MCE group had significantly higher final body weight and average daily gain from d 0 to 42 than the other groups (p < 0.05), and groups MCE and AGP both had significantly lower feed-to-gain ratio from d 0 to 42 than the CON group (p < 0.05). Serum total protein, high-density lipoprotein cholesterol, low-density lipoprotein cholesterol, total cholesterol, glucose, immunoglobulin A, immunoglobulin M, and complements (C3, C4) concentrations in the MCE group were significantly higher than in the CON group (p < 0.05). Dietary MCE or aureomycin supplementation significantly reduced the hepatic contents of 8-hydroxy-2'-deoxyguanosine, malondialdehyde, interleukin (IL)-1β, IL-6, NLRs family pyrin domain containing 3 (NLRP3), and caspase-1 in the liver (p < 0.05). Moreover, MCE or aureomycin supplementation significantly inhibited mRNA expressions of Toll-like receptor 4, myeloid differentiation factor 88, nuclear factor-κB, and NLRP3, as well as the expression ratio of Bax to Bcl-2 mRNA (p < 0.05). Therefore, our study suggested that dietary supplementation with 0.6 mg/kg MCE containing protopine and allocryptopine improved growth performance and benefited liver health in broiler chickens possibly through inhibiting caspase-1-induced pyroptosis by inactivating TLR4/MyD88/NF-κB/NLRP3 signaling pathway, and provided support for the application of MCE containing protopine and allocryptopine as an alternative to antibiotics in the feed industry.",0,2266
2471,35966787,Differences in gut microbiota correlate with symptoms and regional brain volumes in patients with late-life depression.,"Depression is associated with gut dysbiosis that disrupts a gut-brain bidirectional axis. Gray matter volume changes in cortical and subcortical structures, including prefrontal regions and the hippocampus, have also been noted in depressive disorders. However, the link between gut microbiota and brain structures in depressed patients remains elusive. Neuropsychiatric measures, stool samples, and structural brain images were collected from 36 patients with late-life depression (LLD) and 17 healthy controls. 16S ribosomal RNA (rRNA) gene sequencing was used to profile stool microbial communities for quantitation of microbial composition, abundance, and diversity. T1-weighted brain images were assessed with voxel-based morphometry to detect alterations in gray matter volume between groups. Correlation analysis was performed to identify the possible association between depressive symptoms, brain structures and gut microbiota. We found a significant difference in the gut microbial composition between patients with late-life depression (LLD) and healthy controls. The genera Enterobacter and Burkholderia were positively correlated with depressive symptoms and negatively correlated with brain structural signatures in regions associated with memory, somatosensory integration, and emotional processing/cognition/regulation. Our study purports the microbiota-gut-brain axis as a potential mechanism mediating the symptomatology of LLD patients, which may facilitate the development of therapeutic strategies targeting gut microbes in the treatment of elderly depressed patients.",0,2267
